CUSTOMER_CODE,INST_CAPACITY,WTG_MODEL_NAME,STATE,ITEM_CODE,RELATED_TO,CALL_STATUS,Closure Range,Closure Days,VIOLATED
CUH00006,C5,W8,MH,IC3,RT013,CS1,CR3,5.957429319,1
CUH00024,C5,W8,RA,IC2,RT023,CS1,CR4,118.8530817,1
CUZ00002,C5,W8,MH,IC2,RT023,CS1,CR3,23.01449275,1
CUB00036,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUP00039,C3,W2,MH,IC1,RT010,CS1,CR4,118.8530817,1
CUV00013,C5,W4,TN,IC1,RT030,CS1,CR2,5.957429319,1
CUD00008,C5,W6,TN,IC1,RT001,CS1,CR1,0.705672787,0
CUA00097,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUE00009,C5,W4,TN,IC1,RT028,CS1,CR4,118.8530817,1
CUD00048,C6,W11,RA,IC1,RT001,CS1,CR4,118.8530817,1
CUZ00002,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUC00059,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUE00040,C6,W11,GU,IC2,RT018,CS1,CR4,118.8530817,1
CUT00044,C5,W8,MH,IC1,RT001,CS1,CR4,118.8530817,1
CUS00036,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUE00040,C6,W11,GU,IC1,RT006,CS1,CR4,118.8530817,1
CUK00080,C6,W11,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUM00016,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUI00003,C5,W6,GU,IC2,RT033,CS1,CR2,5.957429319,1
CUR00047,C5,W3,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUG00015,C6,W11,KA,IC1,RT018,CS1,CR1,0.705672787,1
CUZ00002,C5,W8,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUZ00002,C3,W2,GU,IC1,RT009,CS1,CR2,5.957429319,1
CUZ00002,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUE00009,C5,W4,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUK00005,C2,W1,TN,IC2,RT015,CS1,CR3,23.01449275,1
CUT00033,C3,W2,MH,IC1,RT031,CS1,CR4,118.8530817,1
CUS00041,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUP00056,C3,W2,GU,IC2,RT027,CS1,CR4,118.8530817,1
CUP00056,C3,W2,GU,IC2,RT027,CS1,CR3,5.957429319,1
CUZ00002,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUH00010,C5,W6,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUR00032,C5,W4,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUH00006,C5,W8,MH,IC1,RT031,CS1,CR1,0.705672787,1
CUA00025,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUE00040,C6,W11,GU,IC2,RT018,CS1,CR4,118.8530817,1
CUA00104,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUR00057,C2,W1,TN,IC1,RT007,CS1,CR4,118.8530817,1
CUR00099,C6,W11,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUG00015,C6,W11,KA,IC2,RT023,CS1,CR3,23.01449275,1
CUZ00002,C5,W8,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUH00010,C5,W6,TN,IC2,RT018,CS1,CR3,5.957429319,1
CUS00128,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUJ00020,C5,W8,MH,IC2,RT018,CS1,CR4,118.8530817,1
CUC00048,C6,W11,TN,IC2,RT027,CS1,CR4,118.8530817,1
CUB00009,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUL00017,C3,W2,TN,IC2,RT018,CS2,CR5,0,0
CUD00038,C6,W11,GU,IC1,RT029,CS2,CR5,0,0
CUT00017,C5,W4,TN,IC1,RT029,CS2,CR5,0,0
CUS00037,C2,W1,TN,IC1,RT028,CS2,CR5,0,0
CUL00017,C5,W6,TN,IC2,RT018,CS2,CR5,0,0
CUA00086,C5,W6,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUE00009,C5,W4,TN,IC1,RT028,CS2,CR5,0,0
CUS00234,C5,W6,TN,IC2,RT023,CS2,CR5,0,0
CUH00010,C5,W6,TN,IC3,RT007,CS2,CR5,0,0
CUR00040,C5,W4,TN,IC1,RT009,CS2,CR5,0,0
CUC00049,C6,W11,TN,IC1,RT010,CS2,CR5,0,0
CUK00005,C2,W1,TN,IC2,RT034,CS2,CR5,0,0
CUV00013,C5,W4,TN,IC1,RT028,CS2,CR5,0,0
CUP00024,C2,W1,TN,IC2,RT018,CS2,CR5,0,0
CUS00041,C5,W6,TN,IC2,RT033,CS1,CR2,5.957429319,1
CUK00024,C5,W6,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUT00029,C5,W3,TN,IC2,RT026,CS1,CR3,5.957429319,1
CUR00032,C5,W4,TN,IC2,RT027,CS1,CR2,5.957429319,1
CUG00022,C5,W4,TN,IC1,RT009,CS1,CR3,5.957429319,1
CUD00002,C2,W1,MH,IC2,RT016,CS1,CR2,5.957429319,1
CUB00024,C5,W4,TN,IC2,RT027,CS1,CR1,0.705672787,1
CUN00029,C5,W6,KA,IC1,RT009,CS1,CR4,118.8530817,1
CUS00135,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUT00019,C5,W4,TN,IC1,RT001,CS1,CR2,5.957429319,1
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR1,0.705672787,1
CUC00038,C5,W8,MH,IC2,RT034,CS1,CR3,5.957429319,1
CUS00086,C2,W1,TN,IC1,RT010,CS1,CR1,0.705672787,1
CUS00118,C5,W6,MP,IC1,RT009,CS1,CR2,5.957429319,1
CUR00070,C3,W2,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUR00078,C5,W6,TN,IC1,RT009,CS1,CR2,5.957429319,1
CUK00040,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUM00045,C2,W1,TN,IC2,RT032,CS1,CR4,118.8530817,1
CUK00019,C5,W4,TN,IC3,RT007,CS1,CR2,5.957429319,1
CUK00040,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUA00055,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUA00038,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUC00027,C5,W8,MH,IC2,RT023,CS1,CR2,5.957429319,1
CUJ00029,C5,W8,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUP00032,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR3,5.957429319,1
CUS00249,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUS00133,C5,W8,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUV00017,C2,W1,TN,IC1,RT001,CS1,CR3,23.01449275,1
CUO00007,C5,W4,TN,IC1,RT010,CS1,CR1,0.705672787,0
CUD00018,C5,W3,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUV00017,C2,W1,TN,IC3,RT007,CS1,CR3,5.957429319,1
CUA00014,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUS00113,C5,W3,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUS00037,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUN00029,C5,W6,KA,IC1,RT009,CS1,CR2,5.957429319,1
CUD00035,C3,W2,TN,IC2,RT033,CS1,CR2,5.957429319,1
CUR00077,C5,W6,TN,IC1,RT010,CS1,CR3,5.957429319,1
CUH00017,C3,W2,MH,IC2,RT018,CS1,CR2,5.957429319,1
CUV00056,C5,W6,KA,IC1,RT031,CS1,CR1,0.705672787,1
CUW00013,C3,W2,TN,IC3,RT021,CS1,CR1,0.705672787,0
CUT00005,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUR00032,C5,W4,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUA00105,C6,W11,GU,IC2,RT018,CS1,CR4,118.8530817,1
CUV00035,C5,W3,KA,IC3,RT034,CS1,CR3,23.01449275,1
CUK00068,C6,W11,KA,IC1,RT013,CS1,CR3,23.01449275,1
CUC00018,C2,W1,TN,IC3,RT022,CS1,CR4,118.8530817,1
CUK00038,C5,W6,MP,IC1,RT009,CS1,CR2,5.957429319,1
CUO00010,C3,W2,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUF00018,C3,W2,MH,IC2,RT027,CS1,CR3,5.957429319,1
CUI00014,C6,W11,KA,IC1,RT031,CS1,CR2,5.957429319,1
CUP00048,C5,W8,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUS00133,C6,W11,MH,IC2,RT034,CS1,CR2,5.957429319,1
CUS00133,C6,W11,MH,IC2,RT016,CS1,CR2,5.957429319,1
CUS00133,C6,W11,MH,IC3,RT021,CS1,CR3,23.01449275,1
CUD00018,C5,W3,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUV00060,C5,W6,TN,IC1,RT003,CS1,CR2,5.957429319,1
CUR00106,C6,W11,MH,IC1,RT010,CS1,CR2,5.957429319,1
CUA00056,C5,W3,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUR00071,C3,W2,GU,IC1,RT009,CS1,CR1,0.705672787,0
CUR00013,C5,W4,GU,IC2,RT033,CS1,CR1,0.705672787,0
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR3,5.957429319,1
CUK00079,C3,W2,KE,IC1,RT013,CS1,CR3,23.01449275,1
CUD00039,C5,W8,MH,IC2,RT031,CS1,CR4,118.8530817,1
CUM00092,C2,W1,GU,IC2,RT027,CS1,CR1,0.705672787,0
CUC00052,C3,W2,GU,IC2,RT018,CS1,CR2,5.957429319,1
CUR00095,C3,W2,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUD00027,C5,W8,MH,IC1,RT001,CS1,CR4,118.8530817,1
CUG00065,C6,W11,RA,IC1,RT009,CS1,CR3,23.01449275,1
CUK00038,C5,W6,MP,IC1,RT013,CS1,CR2,5.957429319,1
CUK00038,C5,W6,MP,IC1,RT013,CS1,CR1,0.705672787,0
CUP00036,C2,W1,TN,IC3,RT022,CS1,CR2,5.957429319,1
CUS00184,C6,W11,TN,IC2,RT016,CS1,CR2,5.957429319,1
CUH00017,C3,W2,MH,IC2,RT027,CS1,CR3,5.957429319,1
CUS00101,C5,W6,TN,IC3,RT022,CS1,CR4,118.8530817,1
CUH00018,C5,W4,KA,IC1,RT009,CS1,CR1,0.705672787,0
CUT00026,C6,W11,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUK00038,C6,W11,GU,IC1,RT031,CS1,CR4,118.8530817,1
CUB00028,C5,W6,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUS00184,C6,W11,KA,IC1,RT029,CS1,CR3,5.957429319,1
CUJ00043,C3,W2,TN,IC3,RT021,CS1,CR4,118.8530817,1
CUS00101,C5,W6,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUS00216,C5,W6,TN,IC3,RT007,CS1,CR3,23.01449275,1
CUN00025,C5,W3,KA,IC1,RT010,CS1,CR1,0.705672787,1
CUS00223,C6,W11,TN,IC1,RT010,CS1,CR4,118.8530817,1
CUP00020,C3,W2,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUL00011,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUB00024,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUR00029,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUG00027,C5,W6,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUS00178,C6,W11,GU,IC1,RT010,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC2,RT033,CS1,CR2,5.957429319,1
CUN00037,C6,W11,TN,IC2,RT027,CS1,CR2,5.957429319,1
CUM00081,C5,W8,MH,IC1,RT001,CS1,CR1,0.705672787,1
CUH00003,C5,W3,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUP00044,C5,W3,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUH00017,C3,W2,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUP00074,C3,W2,RA,IC1,RT009,CS1,CR1,0.705672787,0
CUC00008,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUA00071,C5,W3,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC2,RT033,CS1,CR2,5.957429319,1
CUK00005,C5,W4,TN,IC2,RT018,CS1,CR2,5.957429319,1
CUK00005,C5,W4,TN,IC2,RT018,CS1,CR4,118.8530817,1
CUK00086,C6,W11,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUG00015,C5,W8,MH,IC2,RT023,CS1,CR4,118.8530817,1
CUA00117,C3,W2,TN,IC1,RT010,CS1,CR3,23.01449275,1
CUM00098,C3,W2,TN,IC1,RT010,CS1,CR4,118.8530817,1
CUV00060,C6,W11,TN,IC1,RT031,CS1,CR4,118.8530817,1
CUK00050,C5,W8,RA,IC1,RT031,CS1,CR3,23.01449275,1
CUM00091,C5,W6,KA,IC1,RT009,CS1,CR2,5.957429319,1
CUA00091,C6,W11,TN,IC1,RT031,CS1,CR2,5.957429319,1
CUT00005,C6,W11,TN,IC1,RT029,CS1,CR4,118.8530817,1
CUS00223,C6,W11,TN,IC2,RT005,CS1,CR4,118.8530817,1
CUP00061,C3,W2,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUP00061,C3,W2,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUB00074,C6,W11,TN,IC3,RT021,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUS00133,C5,W8,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUS00133,C5,W8,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUA00089,C5,W6,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUH00012,C5,W6,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUH00030,C3,W2,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUC00022,C5,W4,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUC00022,C6,W11,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUK00050,C5,W8,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUZ00003,C3,W2,GU,IC2,RT023,CS1,CR4,118.8530817,1
CUK00019,C5,W4,TN,IC3,RT021,CS1,CR1,0.705672787,0
CUO00004,C2,W1,TN,IC2,RT033,CS1,CR2,5.957429319,1
CUN00021,C5,W3,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR3,5.957429319,1
CUK00036,C5,W3,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUC00027,C6,W11,MH,IC2,RT016,CS1,CR1,0.705672787,1
CUP00014,C5,W4,TN,IC1,RT009,CS1,CR3,23.01449275,1
CUB00024,C5,W4,TN,IC2,RT027,CS1,CR1,0.705672787,0
CUP00049,C5,W8,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUT00001,C4,W3,MH,IC2,RT027,CS1,CR1,0.705672787,0
CUG00038,C5,W3,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUD00039,C5,W8,MH,IC2,RT005,CS1,CR4,118.8530817,1
CUZ00003,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUK00038,C3,W2,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUG00014,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUS00184,C6,W11,TN,IC2,RT016,CS1,CR2,5.957429319,1
CUS00178,C6,W11,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUS00184,C6,W11,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUK00050,C3,W2,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUP00036,C2,W1,TN,IC1,RT008,CS1,CR4,118.8530817,1
CUA00005,C5,W6,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUM00091,C5,W6,KA,IC2,RT023,CS1,CR3,5.957429319,1
CUS00002,C2,W1,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUS00236,C5,W6,TN,IC3,RT035,CS1,CR4,118.8530817,1
CUR00078,C5,W6,TN,IC1,RT009,CS1,CR2,5.957429319,1
CUS00012,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,0
CUE00024,C5,W8,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUP00032,C5,W8,MH,IC3,RT018,CS1,CR2,5.957429319,1
CUM00010,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUP00011,C2,W1,TN,IC1,RT013,CS1,CR1,0.705672787,1
CUP00035,C5,W8,MH,IC2,RT016,CS1,CR4,118.8530817,1
CUS00043,C5,W6,GU,IC3,RT024,CS1,CR2,5.957429319,1
CUM00086,C3,W2,GU,IC2,RT027,CS1,CR1,0.705672787,1
CUE00039,C6,W11,GU,IC1,RT013,CS1,CR3,23.01449275,1
CUS00223,C6,W11,KA,IC1,RT006,CS1,CR2,5.957429319,1
CUF00020,C6,W11,GU,IC2,RT023,CS1,CR4,118.8530817,1
CUN00037,C6,W11,TN,IC2,RT015,CS1,CR4,118.8530817,1
CUA00005,C5,W6,MH,IC1,RT010,CS1,CR4,118.8530817,1
CUT00029,C5,W6,TN,IC1,RT028,CS1,CR4,118.8530817,1
CUH00030,C3,W2,TN,IC2,RT005,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUM00117,C6,W11,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUJ00050,C5,W6,TN,IC2,RT027,CS1,CR3,5.957429319,1
CUZ00003,C5,W8,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUJ00043,C3,W2,TN,IC1,RT026,CS2,CR5,0,0
CUI00032,C5,W6,TN,IC1,RT013,CS2,CR5,0,0
CUC00033,C5,W4,TN,IC3,RT007,CS2,CR5,0,0
CUT00049,C5,W4,TN,IC1,RT009,CS2,CR5,0,0
CUD00049,C6,W11,RA,IC1,RT010,CS2,CR5,0,0
CUS00133,C6,W11,MH,IC2,RT027,CS2,CR5,0,0
CUS00188,C6,W11,GU,IC1,RT013,CS2,CR5,0,0
CUP00024,C3,W2,TN,IC2,RT018,CS2,CR5,0,0
CUP00024,C3,W2,TN,IC2,RT018,CS2,CR5,0,0
CUB00033,C2,W1,TN,IC2,RT034,CS2,CR5,0,0
CUS00054,C5,W4,TN,IC1,RT030,CS2,CR5,0,0
CUM00058,C2,W1,TN,IC1,RT011,CS2,CR5,0,0
CUR00061,C3,W2,GU,IC1,RT013,CS2,CR5,0,0
CUG00015,C6,W11,KA,IC1,RT013,CS2,CR5,0,0
CUV00008,C2,W1,TN,IC1,RT001,CS1,CR3,5.957429319,1
CUK00017,C5,W4,TN,IC2,RT023,CS1,CR1,0.705672787,0
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR3,23.01449275,1
CUT00005,C5,W6,TN,IC2,RT033,CS1,CR2,5.957429319,1
CUT00019,C5,W3,TN,IC1,RT028,CS1,CR1,0.705672787,1
CUV00034,C5,W3,KA,IC2,RT027,CS1,CR2,5.957429319,1
CUK00005,C2,W1,TN,IC1,RT001,CS1,CR2,5.957429319,1
CUV00030,C5,W6,KA,IC2,RT023,CS1,CR1,0.705672787,0
CUS00052,C5,W6,RA,IC1,RT020,CS1,CR4,118.8530817,1
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR2,5.957429319,1
CUA00075,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUS00101,C5,W6,TN,IC3,RT021,CS1,CR2,5.957429319,1
CUA00029,C5,W6,RA,IC2,RT023,CS1,CR4,118.8530817,1
CUS00145,C3,W2,MH,IC2,RT014,CS1,CR4,118.8530817,1
CUS00158,C2,W1,TN,IC2,RT023,CS1,CR1,0.705672787,1
CUV00025,C5,W4,TN,IC2,RT033,CS1,CR3,23.01449275,1
CUE00011,C5,W4,TN,IC2,RT032,CS1,CR2,5.957429319,1
CUT00029,C5,W6,TN,IC1,RT031,CS1,CR2,5.957429319,1
CUA00024,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUS00110,C3,W2,MH,IC2,RT023,CS1,CR2,5.957429319,1
CUK00019,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUZ00002,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,0
CUV00008,C5,W6,TN,IC1,RT031,CS1,CR2,5.957429319,1
CUM00073,C3,W2,TN,IC1,RT009,CS1,CR3,23.01449275,1
CUN00029,C5,W6,KA,IC1,RT031,CS1,CR3,23.01449275,1
CUS00044,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUK00019,C5,W4,TN,IC3,RT021,CS1,CR2,5.957429319,1
CUT00019,C5,W4,TN,IC2,RT033,CS1,CR2,5.957429319,1
CUV00034,C5,W3,KA,IC2,RT027,CS1,CR1,0.705672787,0
CUL00009,C5,W8,MH,IC2,RT012,CS1,CR2,5.957429319,1
CUB00056,C5,W6,KA,IC1,RT013,CS1,CR4,118.8530817,1
CUB00056,C5,W6,KA,IC1,RT013,CS1,CR3,5.957429319,1
CUK00019,C5,W4,TN,IC3,RT021,CS1,CR3,5.957429319,1
CUV00003,C2,W1,MH,IC2,RT017,CS1,CR4,118.8530817,1
CUG00004,C2,W1,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUV00016,C5,W6,RA,IC2,RT015,CS1,CR2,5.957429319,1
CUR00075,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUN00024,C5,W6,TN,IC3,RT022,CS1,CR4,118.8530817,1
CUS00163,C3,W2,GU,IC3,RT007,CS1,CR4,118.8530817,1
CUV00034,C5,W3,KA,IC2,RT027,CS1,CR2,5.957429319,1
CUH00010,C5,W6,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUR00015,C5,W4,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUM00083,C5,W6,KA,IC2,RT027,CS1,CR4,118.8530817,1
CUS00179,C5,W3,KA,IC2,RT027,CS1,CR4,118.8530817,1
CUK00019,C5,W4,TN,IC3,RT024,CS1,CR2,5.957429319,1
CUV00055,C5,W6,KA,IC1,RT013,CS1,CR3,5.957429319,1
CUS00145,C3,W2,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUM00060,C2,W1,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUV00008,C5,W3,TN,IC3,RT021,CS1,CR4,118.8530817,1
CUH00010,C5,W6,TN,IC3,RT002,CS1,CR4,118.8530817,1
CUG00005,C2,W1,GU,IC2,RT023,CS1,CR2,5.957429319,1
CUB00049,C5,W6,KA,IC1,RT009,CS1,CR3,23.01449275,1
CUS00163,C3,W2,GU,IC3,RT025,CS1,CR3,23.01449275,1
CUK00019,C5,W4,TN,IC3,RT025,CS1,CR4,118.8530817,1
CUE00004,C5,W4,TN,IC2,RT033,CS1,CR4,118.8530817,1
CUT00035,C6,W11,GU,IC1,RT009,CS1,CR3,23.01449275,1
CUA00088,C3,W2,GU,IC1,RT013,CS1,CR3,5.957429319,1
CUN00037,C6,W11,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUK00038,C3,W2,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUG00032,C5,W6,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUP00042,C6,W11,MH,IC2,RT027,CS1,CR4,118.8530817,1
CUR00100,C3,W2,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUM00079,C3,W2,RA,IC2,RT027,CS1,CR1,0.705672787,0
CUZ00003,C5,W8,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUZ00002,C5,W4,RA,IC1,RT031,CS1,CR2,5.957429319,1
CUS00181,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUZ00003,C3,W2,GU,IC1,RT031,CS1,CR3,5.957429319,1
CUV00059,C6,W11,KA,IC1,RT013,CS1,CR3,5.957429319,1
CUM00072,C5,W4,KA,IC3,RT002,CS1,CR4,118.8530817,1
CUM00072,C5,W4,KA,IC3,RT002,CS1,CR4,118.8530817,1
CUS00011,C2,W1,MH,IC3,RT022,CS1,CR4,118.8530817,1
CUS00214,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUA00114,C6,W11,GU,IC2,RT018,CS1,CR2,5.957429319,1
CUE00042,C6,W11,GU,IC1,RT013,CS1,CR3,23.01449275,1
CUT00001,C2,W1,MH,IC3,RT022,CS1,CR3,5.957429319,1
CUK00005,C2,W1,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUT00044,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUK00038,C6,W11,GU,IC1,RT031,CS1,CR4,118.8530817,1
CUK00038,C6,W11,GU,IC1,RT031,CS1,CR3,23.01449275,1
CUS00223,C6,W11,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUG00048,C6,W11,MH,IC2,RT026,CS1,CR3,5.957429319,1
CUG00040,C5,W8,GU,IC2,RT027,CS1,CR3,5.957429319,1
CUP00029,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUT00035,C6,W11,GU,IC2,RT017,CS1,CR4,118.8530817,1
CUR00100,C3,W2,MH,IC3,RT007,CS1,CR2,5.957429319,1
CUS00109,C3,W2,MH,IC1,RT001,CS1,CR4,118.8530817,1
CUK00038,C3,W2,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUC00047,C3,W2,GU,IC2,RT027,CS1,CR2,5.957429319,1
CUM00040,C5,W6,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUS00133,C5,W8,MH,IC2,RT033,CS1,CR2,5.957429319,1
CUH00010,C5,W6,TN,IC2,RT027,CS1,CR2,5.957429319,1
CUA00114,C6,W11,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUS00209,C3,W2,GU,IC1,RT009,CS1,CR3,5.957429319,1
CUJ00035,C3,W2,GU,IC1,RT009,CS1,CR3,5.957429319,1
CUT00035,C6,W11,GU,IC1,RT006,CS1,CR4,118.8530817,1
CUD00037,C6,W11,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUV00046,C3,W2,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUD00004,C2,W1,MH,IC1,RT001,CS1,CR4,118.8530817,1
CUZ00002,C5,W4,RA,IC1,RT009,CS1,CR2,5.957429319,1
CUS00158,C2,W1,TN,IC2,RT023,CS1,CR4,118.8530817,1
CUC00008,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUU00004,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUZ00003,C5,W8,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUG00046,C5,W4,GU,IC1,RT006,CS1,CR4,118.8530817,1
CUS00109,C3,W2,MH,IC1,RT001,CS1,CR4,118.8530817,1
CUP00050,C3,W2,MH,IC1,RT010,CS1,CR4,118.8530817,1
CUH00010,C5,W6,TN,IC2,RT018,CS1,CR1,0.705672787,0
CUZ00003,C3,W2,GU,IC1,RT009,CS1,CR3,23.01449275,1
CUZ00003,C3,W2,GU,IC1,RT011,CS1,CR3,23.01449275,1
CUZ00002,C5,W4,RA,IC2,RT023,CS1,CR2,5.957429319,1
CUB00054,C2,W1,GU,IC2,RT027,CS1,CR4,118.8530817,1
CUE00007,C5,W4,GU,IC1,RT031,CS1,CR3,5.957429319,1
CUL00009,C5,W8,MH,IC1,RT013,CS1,CR1,0.705672787,1
CUK00070,C6,W11,GU,IC1,RT009,CS1,CR4,118.8530817,1
